;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM
19/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,017;8,665;8,625;8,595;8,59;8,65;9,025;9,425;9,725;9,775;9,075;7,12;6,865;6,84;6,865;6,94;7,015;7,065;7,37;8,055;8,365;8,34;8,015;6,735;6,46;6,185;6,135;6,185;6,31;6,56;6,835;7,415;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
20/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,017;8,65;8,595;8,57;8,56;8,69;9,05;9,425;9,75;9,8;9,1;7,15;6,875;6,825;6,875;6,95;7,025;7,125;7,425;8,1;8,455;8,43;8,105;6,74;6,465;6,19;6,14;6,19;6,315;6,465;6,74;7,31;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
21/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,017;8,55;8,515;8,515;8,515;8,665;9,05;9,425;9,75;9,8;9,1;7,175;6,9;6,85;6,9;6,975;7,05;7,15;7,45;8,13;8,445;8,42;8,095;6,725;6,45;6,18;6,13;6,18;6,3;6,45;6,725;7,3;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
22/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,017;8,55;8,515;8,525;8,54;8,715;9,175;9,55;9,85;9,9;9,2;7,175;6,9;6,85;6,9;6,975;7,05;7,14;7,44;8,11;8,425;8,4;8,075;6,725;6,45;6,175;6,125;6,175;6,3;6,475;6,75;7,325;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
23/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,017;8,2;8,1;8,11;8,12;8,345;8,75;9,125;9,5;9,55;8,775;6,995;6,725;6,68;6,725;6,8;6,875;7,075;7,37;8,04;8,315;8,29;7,97;6,64;6,37;6,1;6,05;6,1;6,225;6,395;6,665;7,23;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
24/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,017;8,2;8,1;8,11;8,12;8,345;8,75;9,125;9,5;9,55;8,775;6,995;6,725;6,68;6,725;6,8;6,875;7,075;7,37;8,04;8,315;8,29;7,97;6,64;6,37;6,1;6,05;6,1;6,225;6,395;6,665;7,23;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
25/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,017;8,2;8,1;8,11;8,12;8,345;8,75;9,125;9,5;9,55;8,775;6,995;6,725;6,68;6,725;6,8;6,875;7,075;7,37;8,04;8,315;8,29;7,97;6,64;6,37;6,1;6,05;6,1;6,225;6,395;6,665;7,23;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
26/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,017;8,25;8,13;8,11;8,145;8,375;8,75;9,15;9,475;9,55;8,85;7,04;6,79;6,79;6,81;6,885;6,935;7,1;7,405;8,08;8,345;8,32;7,995;6,665;6,39;6,115;6,065;6,115;6,24;6,415;6,69;7,24;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
27/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,017;8,6;8,615;8,6;8,615;8,75;9,15;9,55;9,875;9,925;9,225;7,17;6,915;6,915;6,935;7,01;7,06;7,12;7,42;8,095;8,44;8,415;8,085;6,745;6,47;6,19;6,14;6,19;6,315;6,47;6,77;7,325;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
28/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,017;8,6;8,74;8,735;8,75;8,915;9,3;9,7;9,975;10,025;9,325;7,245;6,99;6,99;7,01;7,085;7,135;7,185;7,485;8,165;8,52;8,495;8,14;6,755;6,475;6,2;6,15;6,2;6,325;6,525;6,83;7,385;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
29/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,017;8,8;9,115;9,12;9,145;9,25;9,625;10;10,275;10,325;9,625;7,47;7,215;7,215;7,18;7,26;7,31;7,345;7,65;8,36;8,645;8,62;8,265;6,845;6,57;6,29;6,24;6,29;6,415;6,62;6,925;7,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
30/04/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,017;8,895;9,45;9,45;9,5;9,705;9,875;10,25;10,525;10,575;9,875;7,52;7,265;7,265;7,23;7,31;7,36;7,395;7,695;8,385;8,585;8,56;8,205;6,92;6,64;6,365;6,315;6,365;6,49;6,69;6,995;7,55;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
01/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,017;8,895;9,45;9,45;9,5;9,705;9,875;10,25;10,525;10,575;9,875;7,52;7,265;7,265;7,23;7,31;7,36;7,395;7,695;8,385;8,585;8,56;8,205;6,92;6,64;6,365;6,315;6,365;6,49;6,69;6,995;7,55;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
02/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,895;9,45;9,45;9,5;9,705;9,875;10,25;10,525;10,575;9,875;7,52;7,265;7,265;7,23;7,31;7,36;7,395;7,695;8,385;8,585;8,56;8,205;6,92;6,64;6,365;6,315;6,365;6,49;6,69;6,995;7,55;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
03/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,905;9,65;9,65;9,7;9,73;10,025;10,4;10,65;10,65;10,125;7,57;7,315;7,315;7,355;7,435;7,485;7,545;7,85;8,535;8,645;8,615;8,265;6,98;6,7;6,425;6,375;6,425;6,55;6,755;7,055;7,61;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
04/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,005;9,425;9,425;9,425;9,65;9,95;10,325;10,625;10,675;9,975;7,55;7,3;7,275;7,25;7,325;7,4;7,455;7,75;8,415;8,56;8,56;8,19;6,925;6,655;6,385;6,335;6,385;6,505;6,73;7;7,57;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
05/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,97;9,55;9,565;9,575;9,79;10,15;10,525;10,825;10,875;10,175;7,68;7,475;7,425;7,4;7,475;7,55;7,37;7,62;8,31;8,635;8,635;8,255;6,975;6,695;6,42;6,37;6,42;6,545;6,77;7,05;7,63;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
06/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,06;9,775;9,775;9,815;10,04;10,475;10,875;11,175;11,225;10,525;7,935;7,545;7,47;7,52;7,6;7,68;7,67;7,875;8,625;8,83;8,83;8,445;7,135;6,855;6,57;6,52;6,57;6,7;6,93;7,215;7,805;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
07/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,045;9,74;9,75;9,8;10,05;10,44;10,85;11,15;11,2;10,425;7,955;7,575;7,5;7,55;7,625;7,7;7,82;8,02;8,775;8,995;8,995;8,615;7,05;6,77;6,495;6,445;6,495;6,62;6,845;7,15;7,73;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
08/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,045;9,74;9,75;9,8;10,05;10,44;10,85;11,15;11,2;10,425;7,955;7,575;7,5;7,55;7,625;7,7;7,82;8,02;8,775;8,995;8,995;8,615;7,05;6,77;6,495;6,445;6,495;6,62;6,845;7,15;7,73;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
09/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,045;9,74;9,75;9,8;10,05;10,44;10,85;11,15;11,2;10,425;7,955;7,575;7,5;7,55;7,625;7,7;7,82;8,02;8,775;8,995;8,995;8,615;7,05;6,77;6,495;6,445;6,495;6,62;6,845;7,15;7,73;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
10/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,12;10,125;10,125;10,165;10,39;10,825;11,225;11,525;11,575;10,8;8,18;7,795;7,72;7,725;7,8;7,875;7,835;8,06;8,81;9,09;9,09;8,71;7,12;6,84;6,565;6,515;6,565;6,69;6,89;7,195;7,8;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
11/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,115;10,4;10,4;10,475;10,75;11,225;11,65;11,975;12,025;11,175;8,41;8,02;7,945;7,925;8;8,075;8,115;8,345;9,1;9,345;9,345;8,965;7,215;6,935;6,655;6,605;6,655;6,78;6,96;7,265;7,875;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
12/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,125;10,44;10,465;10,565;11,015;11,45;11,875;12,2;12,25;11,4;8,655;8,1;7,995;7,975;8,125;8,2;8,34;8,57;9,34;9,675;9,675;9,29;7,305;7,025;6,745;6,67;6,72;6,845;7,025;7,33;7,94;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
13/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,125;10,225;10,275;10,365;10,89;11,35;11,8;12,1;12,15;11,3;8,49;7,955;7,855;7,85;7,95;8,05;8,3;8,525;9,27;9,52;9,52;9,15;7,205;6,935;6,665;6,59;6,64;6,765;6,91;7,205;7,795;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
14/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;10,45;10,525;10,625;11,125;11,575;12,05;12,325;12,375;11,525;8,63;8,075;7,97;7,975;8,075;8,175;8,35;8,575;9,34;9,58;9,58;9,2;7,26;6,98;6,705;6,655;6,705;6,83;6,98;7,285;7,89;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
15/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;10,45;10,525;10,625;11,125;11,575;12,05;12,325;12,375;11,525;8,63;8,075;7,97;7,975;8,075;8,175;8,35;8,575;9,34;9,58;9,58;9,2;7,26;6,98;6,705;6,655;6,705;6,83;6,98;7,285;7,89;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
16/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;10,45;10,525;10,625;11,125;11,575;12,05;12,325;12,375;11,525;8,63;8,075;7,97;7,975;8,075;8,175;8,35;8,575;9,34;9,58;9,58;9,2;7,26;6,98;6,705;6,655;6,705;6,83;6,98;7,285;7,89;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
17/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;10,33;10,24;10,365;10,79;11,275;11,8;12,1;12,15;11,3;8,52;7,975;7,88;7,875;7,975;8,075;8,12;8,34;9,07;9,475;9,475;9,105;7,18;6,91;6,635;6,59;6,635;6,76;6,885;7,18;7,77;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
18/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;9,99;9,965;9,99;10,375;10,85;11,275;11,55;11,6;10,75;8,21;7,655;7,535;7,575;7,65;7,725;8,245;8,5;9,21;9,36;9,36;8,99;7,07;6,795;6,525;6,475;6,525;6,65;6,775;7,07;7,66;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
19/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;9,47;9,225;9,245;9,85;10,075;10,525;10,825;10,875;10,025;7,745;7,235;7,145;7,155;7,225;7,295;8,025;8,275;8,975;9,105;9,105;8,745;6,855;6,59;6,32;6,275;6,32;6,44;6,565;6,855;7,435;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
20/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;10,05;9,99;9,99;10,315;10,775;11,225;11,525;11,575;10,725;8,105;7,57;7,495;7,5;7,55;7,675;7,915;8,25;8,96;9,34;9,34;8,96;6,98;6,7;6,425;6,37;6,425;6,55;6,78;7,085;7,69;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
21/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;9,98;9,925;9,925;10,2;10,65;11,1;11,425;11,475;10,625;7,995;7,475;7,405;7,4;7,45;7,575;7,865;8,235;8,905;9,275;9,275;8,905;6,955;6,685;6,415;6,365;6,415;6,535;6,735;7,03;7,62;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
22/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;9,98;9,925;9,925;10,2;10,65;11,1;11,425;11,475;10,625;7,995;7,475;7,405;7,4;7,45;7,575;7,865;8,235;8,905;9,275;9,275;8,905;6,955;6,685;6,415;6,365;6,415;6,535;6,735;7,03;7,62;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
23/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;9,98;9,925;9,925;10,2;10,65;11,1;11,425;11,475;10,625;7,995;7,475;7,405;7,4;7,45;7,575;7,865;8,235;8,905;9,275;9,275;8,905;6,955;6,685;6,415;6,365;6,415;6,535;6,735;7,03;7,62;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
24/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;10,075;10;10;10,25;10,625;11,1;11,425;11,475;10,625;8;7,475;7,4;7,4;7,45;7,575;7,8;8,175;8,85;9,22;9,22;8,85;6,89;6,62;6,345;6,295;6,345;6,47;6,67;6,965;7,56;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
25/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;10,6;10,6;10,625;10,84;11,275;11,675;12;12,05;11,125;8,26;7,72;7,645;7,65;7,7;7,83;7,95;8,335;9,025;9,365;9,365;8,985;6,985;6,71;6,43;6,38;6,43;6,555;6,76;7,065;7,67;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
26/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;10,625;10,55;10,55;10,8;11,215;11,7;12,025;12,075;11,15;8,255;7,7;7,6;7,6;7,675;7,825;8,05;8,57;9,09;9,415;9,415;8,965;6,985;6,685;6,46;6,41;6,46;6,585;6,785;7,085;7,69;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
27/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;10,375;10,1;10,14;10,39;10,815;11,275;11,6;11,65;10,775;8,09;7,48;7,38;7,405;7,475;7,62;7,87;8,38;8,885;9,29;9,29;8,85;6,905;6,61;6,39;6,34;6,39;6,515;6,71;7,005;7,595;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
28/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;10,4;10,09;10,125;10,365;10,815;11,3;11,625;11,675;10,8;8,1;7,475;7,375;7,4;7,475;7,625;7,865;8,365;8,86;9,265;9,265;8,82;6,895;6,595;6,375;6,325;6,375;6,495;6,72;7,015;7,61;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
29/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;10,4;10,09;10,125;10,365;10,815;11,3;11,625;11,675;10,8;8,1;7,475;7,375;7,4;7,475;7,625;7,865;8,365;8,86;9,265;9,265;8,82;6,895;6,595;6,375;6,325;6,375;6,495;6,72;7,015;7,61;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
30/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;10,4;10,09;10,125;10,365;10,815;11,3;11,625;11,675;10,8;8,1;7,475;7,375;7,4;7,475;7,625;7,865;8,365;8,86;9,265;9,265;8,82;6,895;6,595;6,375;6,325;6,375;6,495;6,72;7,015;7,61;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
31/05/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;10,4;10,09;10,125;10,365;10,815;11,3;11,625;11,675;10,8;8,1;7,475;7,375;7,4;7,475;7,625;7,865;8,365;8,86;9,265;9,265;8,82;6,895;6,595;6,375;6,325;6,375;6,495;6,72;7,015;7,61;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
01/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,132;10,65;10,675;10,725;10,89;11,29;11,7;12;12,1;11,15;8,205;7,575;7,47;7,5;7,575;7,725;8,06;8,57;9,08;9,445;9,445;8,985;7,005;6,7;6,475;6,42;6,475;6,6;6,83;7,135;7,74;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
02/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,625;10,665;10,7;10,89;11,275;11,725;12,025;12,125;11,175;8,185;7,505;7,41;7,45;7,525;7,675;7,885;8,375;8,865;9,395;9,395;8,95;6,99;6,695;6,47;6,42;6,47;6,595;6,795;7,09;7,685;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
03/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,625;10,6;10,65;10,865;11,24;11,7;11,975;12,075;11,125;8,155;7,48;7,405;7,42;7,495;7,645;7,9;8,375;8,85;9,12;9,12;8,67;7,075;6,775;6,555;6,505;6,555;6,675;6,85;7,15;7,75;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
04/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,605;10,74;10,75;10,925;11,29;11,74;12,015;12,115;11,165;8,32;7,515;7,39;7,435;7,56;7,76;7,955;8,43;8,905;9,215;9,215;8,765;7,09;6,79;6,565;6,515;6,565;6,69;6,89;7,19;7,79;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
05/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,605;10,74;10,75;10,925;11,29;11,74;12,015;12,115;11,165;8,32;7,515;7,39;7,435;7,56;7,76;7,955;8,43;8,905;9,215;9,215;8,765;7,09;6,79;6,565;6,515;6,565;6,69;6,89;7,19;7,79;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
06/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,605;10,74;10,75;10,925;11,29;11,74;12,015;12,115;11,165;8,32;7,515;7,39;7,435;7,56;7,76;7,955;8,43;8,905;9,215;9,215;8,765;7,09;6,79;6,565;6,515;6,565;6,69;6,89;7,19;7,79;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
07/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,675;11,06;11,06;11,235;11,585;12,04;12,315;12,4;11,425;8,435;7,64;7,515;7,565;7,69;7,885;8,09;8,56;9,025;9,5;9,5;9,05;7,075;6,775;6,55;6,5;6,55;6,675;6,875;7,175;7,775;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
08/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,85;11,54;11,54;11,685;12,015;12,44;12,715;12,825;11,765;8,915;7,765;7,49;7,545;7,795;7,995;8,225;8,7;9,17;9,55;9,55;9,1;7,13;6,83;6,605;6,555;6,605;6,73;7,005;7,305;7,905;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
09/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,9;11,755;11,71;11,835;12,18;12,605;12,875;12,965;11,89;8,82;7,945;7,77;7,725;7,85;8,05;8,275;8,745;9,215;9,59;9,59;9,145;7,18;6,885;6,66;6,61;6,66;6,785;7,06;7,355;7,95;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
10/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,925;11,7;11,675;11,775;12,115;12,465;12,735;12,865;11,75;9,055;7,925;7,625;7,71;7,835;8,04;8,365;8,845;9,32;9,645;9,645;9,195;7,22;6,92;6,695;6,645;6,695;6,82;7,095;7,395;7,995;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
11/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,92;11,525;11,51;11,615;11,95;12,36;12,635;12,745;11,66;8,96;7,77;7,67;7,715;7,765;7,96;8,215;8,68;9,145;9,545;9,545;9,1;7,14;6,845;6,62;6,57;6,62;6,745;7,015;7,315;7,91;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
12/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,92;11,525;11,51;11,615;11,95;12,36;12,635;12,745;11,66;8,96;7,77;7,67;7,715;7,765;7,96;8,215;8,68;9,145;9,545;9,545;9,1;7,14;6,845;6,62;6,57;6,62;6,745;7,015;7,315;7,91;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
13/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,92;11,525;11,51;11,615;11,95;12,36;12,635;12,745;11,66;8,96;7,77;7,67;7,715;7,765;7,96;8,215;8,68;9,145;9,545;9,545;9,1;7,14;6,845;6,62;6,57;6,62;6,745;7,015;7,315;7,91;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
14/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,92;11,79;11,79;11,89;12,23;12,66;12,895;12,99;11,885;9,19;7,88;7,605;7,775;7,875;7,975;8,385;8,85;9,315;9,755;9,755;9,305;7,2;6,9;6,675;6,625;6,675;6,8;7,125;7,42;8,015;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
15/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,924;11,575;11,515;11,615;11,965;12,39;12,6;12,69;11,585;8,94;7,72;7,62;7,63;7,735;7,835;8,2;8,665;9,135;9,505;9,505;9,06;7,105;6,805;6,585;6,535;6,585;6,71;6,98;7,275;7,87;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
16/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,924;11,63;11,525;11,615;11,965;12,375;12,575;12,675;11,565;8,925;7,73;7,47;7,595;7,725;7,825;8,23;8,705;9,18;9,515;9,515;9,065;7,1;6,8;6,575;6,525;6,575;6,7;7,025;7,325;7,92;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
17/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,924;11,595;11,49;11,55;11,9;12,35;12,525;12,69;11,53;8,86;7,695;7,42;7,385;7,385;8,04;8,135;8,61;9,085;9,36;9,36;8,91;7,045;6,745;6,52;6,47;6,52;6,645;6,97;7,27;7,915;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
18/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,924;11,87;11,79;11,84;12,15;12,56;12,765;12,84;11,69;9,05;7,755;7,73;7,8;7,76;7,79;8,225;8,6;9,285;9,635;9,635;9,235;7,21;6,91;6,685;6,635;6,685;6,81;7,135;7,435;7,96;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
19/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,924;11,87;11,79;11,84;12,15;12,56;12,765;12,84;11,69;9,05;7,755;7,73;7,8;7,76;7,79;8,225;8,6;9,285;9,635;9,635;9,235;7,21;6,91;6,685;6,635;6,685;6,81;7,135;7,435;7,96;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
20/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,924;11,87;11,79;11,84;12,15;12,56;12,765;12,84;11,69;9,05;7,755;7,73;7,8;7,76;7,79;8,225;8,6;9,285;9,635;9,635;9,235;7,21;6,91;6,685;6,635;6,685;6,81;7,135;7,435;7,96;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
21/06/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,924;11,95;11,88;11,92;12,25;12,67;12,87;12,96;11,775;8,995;7,82;7,72;7,71;7,81;7,905;8,305;8,78;9,255;9,555;9,555;9,105;7,14;6,84;6,615;6,565;6,615;6,74;7,065;7,36;7,92;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
